Actual Plan Date,WO,Goldseal,Style,Fabric code,Req as per BOM,Fab stock,Wo Qty,Brand,Wo Crtd date,BOM CONS,Status,Cad issue date,Cad Issue time,Marker Received Date,Marker Received time,Issued qty(pcs),EC fabric issued,Issued qty(mtrs),Actual width,marker length,CAD cons,Fabric Req  mtr as per Cons,Remarks,Issued date,Starting time,Cutting issued time,TPT,Achievement in Hours,Delay Reasons,Work order status,Delay Reasons.1,Delay Reasons.2
2025-04-18,600000088412,AHTSG1543RG,AHTSCRGBL82848,F323AHTS2515,250.0,441.0,250,AH,2025-03-19,1.0,Issued,2025-03-26 00:00:00,,2025-03-29,11:46:00,297.3352033660589,,424.0,148,1.386,1.426,356.5,Trade show consumption not advised to manufacturing,2025-04-18,07:22:00,08:55:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-18,600000089126,LRSFG0358SL1,LRSFSSLBX90132,F325LRSH7252,450.0,3531.7,300,LR,2025-03-21,1.5,Issued,2025-03-24 00:00:00,,2025-03-28,11:51:00,300.0,,461.7,148,1.494,1.539,461.7,Trade show consumption not advised to manufacturing,2025-04-18,07:22:00,08:55:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-18,600000089126,LRSFG0358SL1,LRSFSSLBX90132,F523LRSH2819,15.0,5478.756,Trim,LR,2025-03-21,0.05,Issued,2025-03-24 00:00:00,,2025-03-28,11:51:00,300.0,,4.5,,,0.015,,,2025-04-18,07:22:00,08:55:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-18,600000090371,YSDSH1550E,"AW25 M4011047A PEYTON CHECK NAVY, 3XL",FYSDSH1718E,2877.96,9687.52,1654,EX,2025-04-02,1.74,Issued,2025-04-18 00:00:00,,2025-04-18, 18:16,1654.0,,2844.88,143,1.7,1.72,2844.88,"1.Costed advised as 142 width,but actual 143  width / Costed advised as 5X5 shrinkage, but actual  2X3 shrinkage ",2025-04-18,07:22:00,08:55:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-18,600000090371,YSDSH1550E,"AW25 M4011047A PEYTON CHECK NAVY, 3XL",FYSDSH1526E,157.13,4101.68,Trim,EX,2025-04-02,0.095,Issued,2025-04-18 00:00:00,,2025-04-18, 18:16,1654.0,,157.13,,,0.095,,,2025-04-18,07:22:00,08:55:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-18,600000090395,YSDSH1508E,"AW25 W4010500A GREEN MIX CHECK, 10",FYSDSH1711E,504.63,3073.29,267,EX,2025-04-02,1.89,Issued,2025-04-17 00:00:00,,2025-04-17,18:40:00,267.0,,509.97,143,1.85,1.91,509.96999999999997,"1.Costed advised as 5X5 shrinkage, but actual 3X3 shrinkage /  Costed advised as 142 width,but actual 143 width",2025-04-18,07:22:00,08:55:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-18,600000090396,YSDSH1508E,"AW25 W4010500A GREEN MIX CHECK, 10",FYSDSH1711E,62.37,3073.29,33,EX,2025-04-02,1.89,Issued,2025-04-17 00:00:00,,2025-04-17,18:40:00,33.0,,64.02,143,1.85,1.94,64.02,"1.Costed advised as 5X5 shrinkage, but actual 3X3 shrinkage /  Costed advised as 142 width,but actual 143 width",2025-04-18,07:22:00,08:55:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-18,600000090397,YSDSH1508E,"AW25 W4010500A GREEN MIX CHECK, 10",FYSDSH1711E,591.57,3073.29,313,EX,2025-04-02,1.89,Issued,2025-04-17 00:00:00,,2025-04-17,18:40:00,313.00000000000006,,597.83,143,1.85,1.91,597.8299999999999,"1.Costed advised as 5X5 shrinkage, but actual 3X3 shrinkage /  Costed advised as 142 width,but actual 143 width",2025-04-18,07:22:00,08:55:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-18,600000090398,YSDSH1508E,"AW25 W4010500A GREEN MIX CHECK, 10",FYSDSH1711E,389.34,3073.29,206,EX,2025-04-02,1.89,Issued,2025-04-17 00:00:00,,2025-04-17,18:40:00,206.0,,393.46,143,1.85,1.91,393.46,"1.Costed advised as 5X5 shrinkage, but actual 3X3 shrinkage /  Costed advised as 142 width,but actual 143 width",2025-04-18,07:22:00,08:55:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-18,600000090399,YSDSH1509E,"AW25 M4011037A AZURE BLUE CHAMBRAY, 2XL",FYSDSH1924E,1714.04,2689.0,1174,EX,2025-04-02,1.46,Issued,2025-04-18 00:00:00,,2025-04-19,11:05:00,1174.0,,1702.3,151,1.43,1.45,1702.3,"1.Costed advised as 142 width, but actual 151  width / Costed advised as 3x3 shrinkage, but actual 4X3 shrinkage ",2025-04-18,07:22:00,08:55:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-18,600000090989,LRCHG0004DS,LRCHCDSH730176,F325LRSH5072,964.6,954.0,742,LR,2025-04-14,1.3,Issued,2025-04-15 00:00:00,,2025-04-16, 09:26,633.8870431893688,,954.0,151,1.475,1.505,1116.7099999999998,"Trade show consumption not advised to manufacturing, Big repeat size",2025-04-18,07:22:00,08:55:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-18,600000091200,LRCHG0004DS:,LRCHCDSHE00297,F325LRSH5073,1076.4,1063.3,828,LR,2025-04-14,1.3,Issued,2025-04-15 00:00:00,,2025-04-16, 09:26,700.0,,1063.3,151,1.489,1.519,1257.732,"Trade show consumption not advised to manufacturing, Big repeat size",2025-04-18,07:22:00,08:55:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-18,600000091205,LYSFG0542SM:,LYSFASMPW08098,F324LYSH2442,183.2,762.53,800,LY,2025-04-14,0.229,Issued,2025-04-16 00:00:00,,2025-04-16,17:18:00,800.0,,328.0,2.36,0.402,0.41,328.0,"Trade show consumption not advised to manufacturing, Bulk as csv marker",2025-04-18,07:22:00,08:55:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-18,600000091234,YSDSH1585E,"AW25 M4011020A INDIGO TEXTURED CHECK, L",FYSDSH1699E,690.2,2637.6,340,EX,2025-04-14,2.03,Issued,2025-04-17 00:00:00,,2025-04-17,13:29:00,340.0,,693.6,142,2.0,2.04,693.6,CPL WASH -7X7 Shrinkage,2025-04-18,07:22:00,08:55:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-18,600000091235,YSDSH1585E,"AW25 M4011020A INDIGO TEXTURED CHEC, 2XL",FYSDSH1699E,749.07,2637.6,369,EX,2025-04-14,2.03,Issued,2025-04-17 00:00:00,,2025-04-17,13:29:00,369.0,,752.76,142,2.0,2.04,752.76,CPL WASH -7X7 Shrinkage,2025-04-18,07:22:00,08:55:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-18,600000091236,YSDSH1585E,"AW25 M4011020A INDIGO TEXTURED CHECK, S",FYSDSH1699E,367.43,2637.6,181,EX,2025-04-14,2.03,Issued,2025-04-17 00:00:00,,2025-04-17,13:29:00,181.0,,369.24,142,2.0,2.04,369.24,CPL WASH -7X7 Shrinkage,2025-04-18,07:22:00,08:55:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-18,600000091115,LASFG0003SS,LASFASSPG75914,F523LYSH6668,426.0,1969.1,300,LY,2025-04-15,1.42,Issued,2025-04-16 00:00:00,,2025-04-17,10:08:00,300.0,,430.5,136,1.394,1.435,430.5,Trade show consumption achieved,2025-04-18,07:22:00,08:55:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-18,600000091483,LRSHG0328SL1,LRSHNSLFD78570,F325LRSH7442,1153.2,1153.9,961,LR,2025-04-16,1.2,Issued,2025-04-17 00:00:00,,2025-04-17,16:01:00,911.0,,1145.127,142.5,1.233,1.257,1207.9769999999999,"Trade show consumption not advised to manufacturing , Bulk as all garment one way",2025-04-18,07:22:00,08:55:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-19,600000090184,VWSFG0302RG,PISFWRGBI34748,FA1PESH062,696.8,2475.9,536,pe,2025-03-28,1.3,Issued,2025-04-08 00:00:00,,2025-04-12,14:51:00,535.9962406015037,,570.3,,1.044,1.064,570.3040000000001,Trade show consumption not advised to manufacturing,2025-04-19,07:12:00,08:45:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-19,600000090429,VHKWG0289RG,VHKWWRGFF79413,F325VHKP3728,124.49,399.56,590,VH,2025-04-05,0.211,Issued,2025-04-07 00:00:00,,2025-04-17,11:48:00,590.0,4.531199999999999,151.04,1.51,0.251,0.256,151.04,"Trade show consumption not advised to manufacturing, Actual bulk ago zonal marker",2025-04-19,07:12:00,08:45:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-19,600000090851,YSDSH1545E,"AW25 M4011037A PEPPERMINT CHALK STR, 2XL",FYSDSH1740E,153.0,3778.701,100,EX,2025-04-09,1.53,Issued,2025-04-16 00:00:00,,2025-04-17,09:45:00,100.0,5.0,161.0,143,1.53,1.61,161.0,"Costed advised as 3x3 shrinkage, but actual 4X3 shrinkage  / Small order qty",2025-04-19,07:12:00,08:45:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-19,600000091402,ASSFG0697KT,ASSFMKTPR80570,F325ASSH1555,789.86,229.88,541,AS,2025-04-17,1.46,Issued,2025-04-18 00:00:00,,2025-04-18,15:56:00,619.047619047619,8.84,221.0,1.52,0.353,0.357,193.137,Trade show consumption not advised to manufacturing,2025-04-19,07:12:00,08:45:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-19,600000091599,LRSFG0358SL1,LRSFNSLPK92747,F325LRSH7438,951.2,944.7,580,LR,2025-04-17,1.64,Issued,2025-04-18 00:00:00,,2025-04-19,09:32:00,587.218045112782,,937.2,147,1.565,1.596,925.6800000000001,"Costed advised as 139 width, but bulk as 147 width",2025-04-19,07:12:00,08:45:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-19,600000091599,LRSFG0358SL1,LRSFNSLPK92747,F523LRSH2819,29.0,7480.481,Trim,LR,2025-04-17,0.05,Issued,2025-04-18 00:00:00,,2025-04-19,09:32:00,587.218045112782,,8.808270676691729,,,0.015,,,2025-04-19,07:12:00,08:45:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-19,600000091632,LRSHG0380SL1,LRSHNSLH704678,F325LRSH7444,1030.54,1020.8,866,LR,2025-04-17,1.19,Issued,2025-04-18 00:00:00,,2025-04-18,16:09:00,908.1850533807827,,1020.8,144,1.102,1.124,973.3840000000001,"Costed advised as 1369 width, but bulk as 144 width / ago",2025-04-19,07:12:00,08:45:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-19,600000091715,YSDSH1588E,"AW25 W4010565A AZURE BLUE STRIPE OXF, 10",FYSDSH1649E,1026.2,1603.35,733,EX,2025-04-17,1.4,Issued,2025-04-18 00:00:00,,2025-04-18,18:18:00,733.0,,1011.54,143,1.35,1.38,1011.54,"1.Costed advised as 142 width,but actual ",2025-04-19,07:12:00,08:45:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-19,600000091716,YSDSH1588E,"AW25 W4010565A AZURE BLUE STRIPE OXF, 10",FYSDSH1649E,476.0,1603.35,340,EX,2025-04-17,1.4,Issued,2025-04-18 00:00:00,,2025-04-18,18:18:00,340.0,,469.2,143,1.35,1.38,469.2,"1.Costed advised as 142 width,but actual 143  width ",2025-04-19,07:12:00,08:45:00,01:33:00,1 to 2 Hour,With In TPT,Released,,
2025-04-21,600000090506,LYSHG0542SM ,LYSHCSMF023344,F524LYSH4250,65.88,396.821,305,LY,2025-04-05,0.216,Issued,2025-04-07 00:00:00,,2025-04-08,12:21:00,305.0,,78.69,1.29,0.251,0.258,78.69,"Costed advised as 139 width with 135 gsm, but bulk as 129 width with 157 gsm /  VC ORDER",2025-04-21,07:55:00,08:55:00,01:00:00,0 to 1 Hour,With In TPT,Released,,
2025-04-21,600000090664,LRSFG0350SL1,LRSFNSLP872788,F325LRSH1342,1039.5,1640.2,693,LR,2025-04-10,1.5,Issued,2025-04-11 00:00:00,,2025-04-11,16:00:00,693.0,,958.419,146,1.356,1.383,958.419,"Costed advised as 134 width, but actual 146 width",2025-04-21,07:55:00,08:55:00,01:00:00,0 to 1 Hour,With In TPT,Released,,
2025-04-21,600000090788,LRSFG0404SL1,LRSFNSLFU45181,F325LRSH4781,973.44,961.7,576,LR,2025-04-10,1.69,Issued,2025-04-11 00:00:00,,2025-04-18,09:45:00,558.357600465929,,958.7,143,1.684,1.717,988.9920000000001,Trade show consumption achieved,2025-04-21,07:55:00,08:55:00,01:00:00,0 to 1 Hour,With In TPT,Released,,
2025-04-21,600000090788,LRSFG0404SL1,LRSFNSLFU45181,F523LRSH2819,973.44,4993.246,Trim,LR,2025-04-10,1.69,Issued,2025-04-11 00:00:00,,2025-04-18,09:45:00,558.357600465929,,27.917880023296448,,,0.05,,,2025-04-21,07:55:00,08:55:00,01:00:00,0 to 1 Hour,With In TPT,Released,,
2025-04-21,600000091014,PEKWG0069RG,PEKWORGPZ33392,F323PEKP7432,306.625,594.781,1115,PE,2025-04-11,0.275,Issued,2025-04-12 00:00:00,,2025-04-15,10:16:00,1115.0,,282.095,1.78,0.251,0.253,282.095,Trade show consumption not advised to manufacturing,2025-04-21,07:55:00,08:55:00,01:00:00,0 to 1 Hour,With In TPT,Released,,
2025-04-21,600000091094,LASFG0008SL,LASFASLPE64968,F325LASH7080,568.0,780.75,400,LA,2025-04-14,1.42,Issued,2025-04-15 00:00:00,,2025-04-16,10:08:00,542.5642807505212,,780.75,133.5 / 135.5,1.397,1.439,575.6,Trade show consumption achieved,2025-04-21,07:55:00,08:55:00,01:00:00,0 to 1 Hour,With In TPT,Released,,
2025-04-21,600000091484,LRSHG0328SL1,LRSHNSLFL09274,F325LRSH7440,1560.0,1750.2,1300,LR,2025-04-16,1.2,Issued,2025-04-17 00:00:00,,2025-04-17,16:27:00,1410.3980503655564,,1736.2,143/144,1.218,1.231,1600.3000000000002,Trade show consumption achieved,2025-04-21,07:55:00,08:55:00,01:00:00,0 to 1 Hour,With In TPT,Released,,
2025-04-21,600000091454,VWS4G0019RG,VWS4CRGF199320,F1VWS1092,402.5,2777.05,350,VW,2025-04-17,1.15,Issued,2025-04-18 00:00:00,,2025-04-19, 09:18,350.0,,421.75,139/140,1.171,1.205,421.75,"Trade show consumption not advised to manufacturing, bulk as csv marker",2025-04-21,07:55:00,08:55:00,01:00:00,0 to 1 Hour,With In TPT,Released,,
2025-04-21,600000091455,VWS4G0019RG,VWS4CRGFD84319,F320VWSH5148,345.0,680.3,300,VW,2025-04-17,1.15,Issued,2025-04-18 00:00:00,,2025-04-19, 09:18,300.00000000000006,,340.8,141,1.104,1.136,340.79999999999995,Trade show consumption achieved,2025-04-21,07:55:00,08:55:00,01:00:00,0 to 1 Hour,With In TPT,Released,,
2025-04-21,600000091631,LRSFG0358SL1,LRSFNSLPQ50552,F325LRSH4764,1081.5,1072.0,721,LR,2025-04-17,1.5,Issued,2025-04-18 00:00:00,,2025-04-18,16:44:00,753.5343567251462,41.2334,1030.835,146.5,1.341,1.368,986.3280000000001,Trade show consumption not advised to manufacturing,2025-04-21,07:55:00,08:55:00,01:00:00,0 to 1 Hour,With In TPT,Released,,
2025-04-21,600000091631,LRSFG0358SL1,LRSFNSLPQ50552,F523LRSH2819,36.05,7480.481,Trim,LR,2025-04-17,0.05,Issued,2025-04-18 00:00:00,,2025-04-18,16:44:00,753.5343567251462,,22.606030701754385,,,0.03,,,2025-04-21,07:55:00,08:55:00,01:00:00,0 to 1 Hour,With In TPT,Released,,
2025-04-21,600000091673,LRSFG0316SL1 ,LRSFNSLPM60862,F523LRSH3915,853.5,853.7,569,LR,2025-04-17,1.5,Issued,2025-04-18 00:00:00,,2025-04-19,10:04:00,585.929993136582,,853.7,146,1.428,1.457,829.033,Trade show consumption not advised to manufacturing,2025-04-21,07:55:00,08:55:00,01:00:00,0 to 1 Hour,With In TPT,Released,,
2025-04-21,600000091707,VWTSG1690RG,VWTSCRGBE95307,F320VWSH5157,545.0,1453.7,500,VW,2025-04-18,1.09,Issued,2025-04-19 00:00:00,,2025-04-19,14:43:00,500.00000000000006,,573.0,145,1.116,1.146,573.0,Trade show consumption not advised to manufacturing,2025-04-21,07:55:00,08:55:00,01:00:00,0 to 1 Hour,With In TPT,Released,,
2025-04-21,600000091709,VWTSG1690RG,VWTSCRGBS85706,F320VWSH5156,690.0,1557.2,600,VW,2025-04-18,1.15,Issued,2025-04-19 00:00:00,,2025-04-19,14:43:00,600.0,,683.4,145,1.119,1.139,683.4,Trade show consumption achieved,2025-04-21,07:55:00,08:55:00,01:00:00,0 to 1 Hour,With In TPT,Released,,
2025-04-21,600000091806,ASSFG0697KT,ASSFMKTP692376,F325ASSH1543,2059.2,1093.63,1430,AS,2025-04-18,1.44,Issued,2025-04-19 00:00:00,,2025-04-19, 16:16,1625.6051873198849,16.893,564.085,1.48,0.344,0.347,496.21,Trade show consumption not advised to manufacturing,2025-04-21,07:55:00,08:55:00,01:00:00,0 to 1 Hour,With In TPT,Released,,
2025-04-22,600000090338,LRSFG0350SL1,LRSFSSLPE04433,F325LRSH1343,750.0,1613.0,500,LR,2025-04-02,1.5,Issued,2025-04-04 00:00:00,,2025-04-05,15:55:00,500.00000000000006,,691.0,148,1.342,1.382,691.0,Trade show consumption not advised to manufacturing,2025-04-22,07:25:00,08:52:00,01:27:00,1 to 2 Hour,With In TPT,Released,,
2025-04-22,600000090660,VHKPG0289RG,VHKPWRGFF79413,F325VHKP3728,181.671,399.56,861,VH,2025-04-05,0.211,Issued,2025-04-07 00:00:00,,2025-04-17,12:35:00,867.0,6.60654,220.218,1.51,0.249,0.254,218.69400000000002,"Trade show consumption not advised to manufacturing, Actual bulk ago zonal marker",2025-04-22,07:25:00,08:52:00,01:27:00,1 to 2 Hour,With In TPT,Released,,
2025-04-22,600000090665,LRSFG0350SL1,LRSFSSLPH31721,F325LRSH1342,600.0,1640.2,400,LR,2025-04-10,1.5,Issued,2025-04-11 00:00:00,,2025-04-11,16:00:00,399.99999999999994,,566.8,138/146,1.376,1.417,566.8000000000001,"Costed advised as 134 width, but actual 138 & 146 width",2025-04-22,07:25:00,08:52:00,01:27:00,1 to 2 Hour,With In TPT,Released,,
2025-04-22,600000091485,LRSHG0328SL1,LRSHNSLFN57167,F325LRSH7439,1551.6,1551.2,1293,LR,2025-04-16,1.2,Issued,2025-04-18 00:00:00,,2025-04-18,15:21:00,1227.511961722488,,1539.3,141,1.242,1.254,1621.422,"Trade show consumption not advised to manufacturing , Bulk as all garment one way",2025-04-22,07:25:00,08:52:00,01:27:00,1 to 2 Hour,With In TPT,Released,,
2025-04-22,600000091711,LRSFG0316SL1,LRSFNSLPA86481,F523LRSH3916,822.0,822.7,548,LR,2025-04-17,1.5,Issued,2025-04-18 00:00:00,,2025-04-19,10:04:00,564.6533973919012,,822.7,145,1.429,1.457,798.436,Trade show consumption not advised to manufacturing,2025-04-22,07:25:00,08:52:00,01:27:00,1 to 2 Hour,With In TPT,Released,,
2025-04-22,600000091704,VWS4G0019RG,VWS4CRGF975530,F1VWS1090,575.0,1999.77,500,VW,2025-04-18,1.15,Issued,2025-04-19 00:00:00,,2025-04-19,15:22:00,500.0,,571.5,134/135,1.11,1.143,571.5,Trade show consumption achieved,2025-04-22,07:25:00,08:52:00,01:27:00,1 to 2 Hour,With In TPT,Released,,
2025-04-22,600000091747,LRSFG0358SL1,LRSFCSLB996456,F325LRSH1159,1605.0,2786.7,1070,LR,2025-04-18,1.5,Issued,2025-04-19 00:00:00,,2025-04-21,10:39:00,1032.5198412698412,,1561.1699999999998,150,1.497,1.512,1617.84,Trade show consumption achieved,2025-04-22,07:25:00,08:52:00,01:27:00,1 to 2 Hour,With In TPT,Released,,
2025-04-22,600000091747,LRSFG0358SL1,LRSFCSLB996456,F523LRSH2819,53.5,7464.381,Trim,LR,2025-04-18,0.05,Issued,2025-04-19 00:00:00,,2025-04-21,10:39:00,1032.5198412698412,,15.487797619047617,,,0.015,,,2025-04-22,07:25:00,08:52:00,01:27:00,1 to 2 Hour,With In TPT,Released,,
2025-04-22,600000091748,LRSFG0358SL1,LRSFCSLB996456,F325LRSH1159,1201.5,2786.7,801,LR,2025-04-18,1.5,Issued,2025-04-19 00:00:00,,2025-04-21,10:39:00,801.0,,1225.53,150,1.5,1.53,1225.53,Trade show consumption achieved,2025-04-22,07:25:00,08:52:00,01:27:00,1 to 2 Hour,With In TPT,Released,,
2025-04-22,600000091748,LRSFG0358SL1,LRSFCSLB996456,F523LRSH2819,40.05,7464.381,Trim,LR,2025-04-18,0.05,Issued,2025-04-19 00:00:00,,2025-04-21,10:39:00,801.0,,12.014999999999999,,,0.015,,,2025-04-22,07:25:00,08:52:00,01:27:00,1 to 2 Hour,With In TPT,Released,,
2025-04-22,600000091822,YSDSH1590E,"AW25 W4010565A BROKER PINK STRIPE, 14",FYSDSH1794E,1829.9,4209.7,1262,Ex,2025-04-18,1.45,Issued,2025-04-21 00:00:00,,2025-04-22,09:02:00,1262.0,,1804.66,143,1.41,1.43,1804.6599999999999,"Costed advised as 142 width, but actual 143  width ",2025-04-22,07:25:00,08:52:00,01:27:00,1 to 2 Hour,With In TPT,Released,,
2025-04-22,600000091823,YSDSH1590E,"AW25 W4010565A BROKER PINK STRIPE, 14",FYSDSH1794E,941.05,4209.7,649,Ex,2025-04-18,1.45,Issued,2025-04-21 00:00:00,,2025-04-22,09:02:00,649.0,,941.05,143,1.41,1.45,941.05,,2025-04-22,07:25:00,08:52:00,01:27:00,1 to 2 Hour,With In TPT,Released,,
2025-04-22,600000091824,YSDSH1590E,"AW25 W4010565A BROKER PINK STRIPE, 14",FYSDSH1794E,471.25,4209.7,325,Ex,2025-04-18,1.45,Issued,2025-04-21 00:00:00,,2025-04-22,09:02:00,325.0,,471.25,143,1.41,1.45,471.25,,2025-04-22,07:25:00,08:52:00,01:27:00,1 to 2 Hour,With In TPT,Released,,
2025-04-22,600000091864,YSDSH1561E,"AW25 M4011037A ICE GREEN CHAMBRAY, S",FYSDSH1741E,784.89,1654.0,513,Ex,2025-04-18,1.53,Issued,2025-04-22 00:00:00,,2025-04-22,13:38:00,513.0,,754.11,143,1.44,1.47,754.11,"1.Costed advised as 142 width, but actual 150  width  ",2025-04-22,07:25:00,08:52:00,01:27:00,1 to 2 Hour,With In TPT,Released,,
2025-04-23,600000087766,LRSFG0350SL1,LRSFSSLP724697,F325LRSH4823,465.0,1432.8,300,LR,2025-03-17,1.55,Issued,2025-03-29 00:00:00,,2025-04-03,14:12:00,300.1751216122307,,431.952,144,1.397,1.439,431.70000000000005,Trade show consumption not advised to manufacturing,2025-04-23,07:15:00,08:50:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-23,600000090162,LASFG0005SS,LASFASSB834611,F523LYSH7330,476.0,2387.3,350,LY,2025-03-28,1.36,Issued,2025-03-02 00:00:00,,2025-04-03,10:58:00,348.2246175243394,,500.747,136,1.396,1.438,503.29999999999995,"Costed advised as 139 width, but bulk as 136 width",2025-04-23,07:15:00,08:50:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-23,600000090143,VWSFG0794RG,VWSFCRGF421116,F325VWTS288,1483.52,2987.6,1216,VW,2025-03-28,1.22,Issued,2025-03-02 00:00:00,,2025-04-05,13:16:00,1216.0000000000002,,1434.88,140/145,1.169,1.18,1434.8799999999999,Trade show consumption not advised to manufacturing,2025-04-23,07:15:00,08:50:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-23,600000090365,AHSFG0210RG,AHSFCRGB378708,F522AHTS642,326.3,861.15,251,AH,2025-04-04,1.3,Issued,2025-04-05 00:00:00,,2025-04-07,12:50:00,355.4642857142857,,497.65,138/141,1.36,1.4,351.4,"Trade show consumption not advised to manufacturing, Bulk as csv marker",2025-04-23,07:15:00,08:50:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-23,600000090368,AHSFG0210RG,AHSFCRGBP04534,F324AHSH1646,325.0,897.27,250,AH,2025-04-04,1.3,Issued,2025-04-05 00:00:00,,2025-04-07,12:50:00,250.0,3.3325,333.25,147,1.295,1.333,333.25,Trade show consumption achieved,2025-04-23,07:15:00,08:50:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-23,600000090545,AHSHG0547RG,AHSHCRGBL91539,F525AHTS5129,210.0,200.0,200,AH,2025-04-04,1.05,Issued,2025-04-07 00:00:00,,2025-04-10,12:23:00,149.0166414523449,,197.0,125,1.284,1.322,264.40000000000003,Trade show consumption not advised to manufacturing/ bom error,2025-04-23,07:15:00,08:50:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-23,600000090638,LASFG0005SS,LASFASSPY97508,F524LASH2537,1139.2,1136.1,712,LA,2025-04-05,1.6,Issued,2025-04-07 00:00:00,,2025-04-08,12:21:00,717.2348484848484,,1136.1,133/136,1.552,1.584,1127.808,Trade show consumption achieved,2025-04-23,07:15:00,08:50:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-23,600000090704,AHSHG0547RG,AHSHCRGPC43211,F525AHTS5130,200.0,200.0,200,AH,2025-04-07,1.0,Issued,2025-04-09 00:00:00,,2025-04-10,12:23:00,157.1313456889605,,195.0,,1.205,1.241,248.20000000000002,Trade show consumption not advised to manufacturing/ bom error,2025-04-23,07:15:00,08:50:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-23,600000091018,PEKPG0069RG,PEKPWRGF308570,F325PEKP5872,132.24,145.068,464,PE,2025-04-11,0.285,Issued,2025-04-15 00:00:00,,2025-04-15, 15:47,464.00000000000006,,140.592,1.8,0.294,0.303,140.59199999999998,"Trade show consumption not advised to manufacturing, 2cm weft stripes fabric ",2025-04-23,07:15:00,08:50:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-23,600000091051,PEKPG0069RG,PEKPWRGF124383,F324PEKP5868,533.52,551.163,1976,PE,2025-04-11,0.27,Issued,2025-04-12 00:00:00,,2025-04-15,14:58:00,1862.0371621621623,,551.163,1.82,0.293,0.296,584.896,Trade show consumption not advised to manufacturing,2025-04-23,07:15:00,08:50:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-23,600000091372,LRSFG0356SL1,LRSFCSLP900579,F320LRSH5345,854.84,3080.5,602,LR,2025-04-17,1.42,Issued,2025-04-18 00:00:00,,2025-04-19,09:44:00,602.0,,859.054,142,1.399,1.427,859.054,Trade show consumption achieved,2025-04-23,07:15:00,08:50:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-23,600000091372,LRSFG0356SL1,LRSFCSLP900579,F523LRSH2819,36.12,7480.481,Trim,LR,2025-04-17,0.06,Issued,2025-04-18 00:00:00,,2025-04-19,09:44:00,602.0,,9.03,,,0.015,,,2025-04-23,07:15:00,08:50:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-23,600000091458,VWTSG1690RG,VWTSCRGBR20702,F320VWSH5159,272.5,1333.325,250,VW,2025-04-17,1.09,Issued,2025-04-18 00:00:00,,2025-04-19,12:37:00,250.0,,280.75,145,1.093,1.123,280.75,Trade show consumption achieved,2025-04-23,07:15:00,08:50:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
2025-04-23,600000091737,VHSFG0262SL,VHSFVSLB559997,F524VHSH4196,728.0,727.0,519,VH,2025-04-18,1.403,Issued,2025-04-19 00:00:00,,2025-04-21, 11:56,558.6466165413533,,148.6,1.76,0.261,0.266,138.054,Trade show consumption not advised to manufacturing ,2025-04-23,07:15:00,08:50:00,01:35:00,1 to 2 Hour,With In TPT,Released,,
