Fabric code,Inward Date,Priority,Priority.1,MIGO NO,MIGO Date,Security inward no,Security inward date,LR no.,LR Date,Transporter Name,Inv numb,Invoice Date,Invoice-No. of Rolls,Invoice Qty,Supplier Name ,Fabric Composition,GC / Non GC,PO Number,DA NO,Product,Brand,Sub Brand,UOM,Knit/Woven,FDR-Qty,FDR-NO,Wip Status,Inspection Date,Name of inspector,Inspection Report no.,Inspected roll,Fabric Quantity (Inspected),Inspection Result,PO Width,Avg WIDTH,% Between ActWidth vs PO Width,No of Shade Group,CSV Observation,Lab Test Status,GRN Qty,GRN No.,GRN Date,GRN lead time,Total Fabric Quantity Under FRA,FRA No.,Fra Raised Date,FRA Closure Date,FRA Closure Lead Time,Reason for Delay in GRN,Fabric Quantity (FRA With EC),% EC Approved,Approved By (FRA With EC),Fabric Quantity - RTS,Farbic RTS Date ,RTS Doc no.,RTS LR no.,Sourcing Person ,Date of Invoice Submission to Parking Team ,Type of fabric,REMARKS,GIR,PO ISSUES
F324ASSH3336,2025-05-05,,,5006123910.0,2025-05-05,4222/05.05.2025,2025-05-05,9673027,2025-04-24 00:00:00,B&H ,LVTFYD2025030028,2025-03-17 00:00:00,,1050.0,LOUVRE TEXTILE CO LTD,,NON GC,D331053830,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-08 00:00:00,Bikram ,9761.0,3.0,383.0,Pass,,155.0,,2.0,,Pass,1050.0,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,,Plain,,0.0,
F324ASSH3337,2025-05-05,,,5006123910.0,2025-05-05,4222/05.05.2025,2025-05-05,9673027,2025-04-24 00:00:00,B&H ,LVTFYD2025030028,2025-03-17 00:00:00,,1050.0,LOUVRE TEXTILE CO LTD,,NON GC,D331053830,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-08 00:00:00,Karibasappa,8396.0,2.0,270.0,Pass,,155.0,,,,Pass,1050.0,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,,Plain,,0.0,
F324ASSH3338,2025-05-05,,,5006123910.0,2025-05-05,4222/05.05.2025,2025-05-05,9673027,2025-04-24 00:00:00,B&H ,LVTFYD2025030028,2025-03-17 00:00:00,,1040.6,LOUVRE TEXTILE CO LTD,,NON GC,D331053830,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-08 00:00:00,Rakesh,8887.0,2.0,254.0,Pass,,155.0,,,,Pass,1040.6,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,,Plain,,0.0,
F324ASSH3385,2025-05-05,,,5006123910.0,2025-05-05,4222/05.05.2025,2025-05-05,9673027,2025-04-24 00:00:00,B&H ,LVTFYD2025030028,2025-03-17 00:00:00,,1050.0,LOUVRE TEXTILE CO LTD,,NON GC,D331053830,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-08 00:00:00,Karibasappa,8394.0,2.0,231.0,Pass,,156.0,,1.0,,Pass,1050.0,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,,Plain,,0.0,
F324ASSH3386,2025-05-05,,,5006123910.0,2025-05-05,4222/05.05.2025,2025-05-05,9673027,2025-04-24 00:00:00,B&H ,LVTFYD2025030028,2025-03-17 00:00:00,,1050.0,LOUVRE TEXTILE CO LTD,,NON GC,D331053830,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-08 00:00:00,Ujjwal,10048.0,2.0,253.3,Pass,,155.0,,1.0,,Pass,1050.0,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,,Plain,,0.0,
F324ASSH3388,2025-05-05,,,5006123910.0,2025-05-05,4222/05.05.2025,2025-05-05,9673027,2025-04-24 00:00:00,B&H ,LVTFYD2025030028,2025-03-17 00:00:00,,1050.0,LOUVRE TEXTILE CO LTD,,NON GC,D331053830,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-08 00:00:00,Ujjwal,10053.0,2.0,248.7,Pass,,155.0,,1.0,,Pass,1050.0,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,,Plain,,0.0,
F324ASSH3389,2025-05-05,,,5006123910.0,2025-05-05,4222/05.05.2025,2025-05-05,9673027,2025-04-24 00:00:00,B&H ,LVTFYD2025030028,2025-03-17 00:00:00,,915.8,LOUVRE TEXTILE CO LTD,,NON GC,D331053830,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-08 00:00:00,Bikram ,9767.0,2.0,105.2,reject,,156.0,,,,Pass,915.8,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,,Plain,,0.0,
F324ASSH3390,2025-05-05,,,5006123910.0,2025-05-05,4222/05.05.2025,2025-05-05,9673027,2025-04-24 00:00:00,B&H ,LVTFYD2025030028,2025-03-17 00:00:00,,1046.5,LOUVRE TEXTILE CO LTD,,NON GC,D331053830,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-08 00:00:00,Ujjwal,10049.0,2.0,259.0,Pass,,155.0,,1.0,,Pass,1046.5,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,,Plain,,0.0,
FA1AOSH009,2025-05-05,,,5006123910.0,2025-05-05,4222/05.05.2025,2025-05-05,9673027,2025-04-24 00:00:00,B&H ,LVTFYD2025030028,2025-03-17 00:00:00,,2100.0,LOUVRE TEXTILE CO LTD,,NON GC,3310063930,ABFRL,SHIRT FABRIC,HOAS,AO,M,Woven,,,GRN Done,2025-05-08 00:00:00,Bijay,10332.0,5.0,608.0,Pass,,153.0,,,,Pass,2100.0,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,,Plain,,0.0,
FA1AOSH010,2025-05-05,,,5006123910.0,2025-05-05,4222/05.05.2025,2025-05-05,9673027,2025-04-24 00:00:00,B&H ,LVTFYD2025030028,2025-03-17 00:00:00,,2087.1,LOUVRE TEXTILE CO LTD,,NON GC,3310063930,ABFRL,SHIRT FABRIC,HOAS,AO,M,Woven,,,GRN Done,2025-05-08 00:00:00,Bijay,10422.0,5.0,591.3,Pass,,154.0,,,,pass,2087.1,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,,Plain,,0.0,
FA1ASSH258,2025-05-05,,,5006123910.0,2025-05-05,4222/05.05.2025,2025-05-05,9673027,2025-04-24 00:00:00,B&H ,LVTFYD2025030028,2025-03-17 00:00:00,,1050.0,LOUVRE TEXTILE CO LTD,,NON GC,D331053839,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-08 00:00:00,Bijay,10426.0,3.0,360.3,Pass,,155.0,,1.0,,Pass,1050.0,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,,Plain,,0.0,
FA1ASSH259,2025-05-05,,,5006123910.0,2025-05-05,4222/05.05.2025,2025-05-05,9673027,2025-04-24 00:00:00,B&H ,LVTFYD2025030028,2025-03-17 00:00:00,,1200.0,LOUVRE TEXTILE CO LTD,,NON GC,D331053839,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-08 00:00:00,Ujjwal,10056.0,3.0,260.0,Pass,,156.0,,1.0,,Pass,1200.0,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,,Plain,,0.0,
FA1ASSH260,2025-05-05,,,5006123910.0,2025-05-05,4222/05.05.2025,2025-05-05,9673027,2025-04-24 00:00:00,B&H ,LVTFYD2025030028,2025-03-17 00:00:00,,1000.0,LOUVRE TEXTILE CO LTD,,NON GC,D331053839,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-08 00:00:00,Sibasankar,10678.0,3.0,383.7,Pass,,155.0,,1.0,,Pass,1000.0,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,,Plain,,0.0,
FA1ASSH261,2025-05-05,,,5006123910.0,2025-05-05,4222/05.05.2025,2025-05-05,9673027,2025-04-24 00:00:00,B&H ,LVTFYD2025030028,2025-03-17 00:00:00,,1500.0,LOUVRE TEXTILE CO LTD,,NON GC,D331053839,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-08 00:00:00,Bijay,10427.0,3.0,382.2,Pass,,155.0,,,,Pass,1500.0,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,,Plain,,0.0,
FYSDSH1735E,2025-05-05,,,5006121265.0,2025-05-05,3836/02.05.2025,2025-05-05,SL 776,2025-05-01 00:00:00,MRL ,84,2025-04-30 00:00:00,10.0,746.5,GM EXPORTS,,NON GC,D332005315,ABFRL,SHIRT FABRIC,EXPORT,SUPER DRY,M,Woven,,,GRN Done,2025-05-06 00:00:00,Bijay,8692.0,5.0,370.0,Pass,,142.2,,,,Pass,746.5,,2025-05-06,1,,,,,,Within TPT,,,,,,,,,2025-05-07 00:00:00,Yarndyed,,0.0,
FYSDSH1735E,2025-05-05,,,5006121265.0,2025-05-05,3836/02.05.2025,2025-05-05,SL 794,2025-05-02 00:00:00,MRL ,88,2025-04-30 00:00:00,10.0,717.7,GM EXPORTS,,NON GC,D332005315,ABFRL,SHIRT FABRIC,EXPORT,SUPER DRY,M,Woven,,,GRN Done,2025-05-06 00:00:00,Bijay,8692.0,5.0,37036.0,Pass,,142.0,,,non csv,pass,717.7,,2025-05-12,6,,,,,,GRN Delay,,,,,,,,,,,,0.0,
FYHCSH0018E,2025-05-05,,,5006120659.0,2025-05-05,3837/02.05.2025,2025-05-05,SL 793,2025-05-02 00:00:00,MRL ,89,2025-04-30 00:00:00,7.0,358.7,GM EXPORTS,,NON GC,D332005656,ABFRL,SHIRT FABRIC,EXPORT,HOLLAND COOPER,M,Woven,,,GRN Done,,,,,,,,143.42857142857142,,,,,358.7,,2025-05-06,1,,,,,,Within TPT,,,,,,,,,,,,0.0,
F325ASSH6142,2025-05-05,,,5006124026.0,2025-05-05,4228/05.05.2025,2025-05-05,885281,2025-04-26 00:00:00,FLYWING CARGO,QAC250000491,2025-04-26 00:00:00,10.0,1047.0,VARDHMAN TEXTILES LTD,,GC,D331057143,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-06 00:00:00,Sanjay,10045.0,3.0,453.0,Pass,,150.0,,3.0,,Pass,1047.0,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,2025-05-08 00:00:00,Plain,,0.0,
F325ASSH6143,2025-05-05,,,5006124021.0,2025-05-05,4232/05.05.2025,2025-05-05,885282,2025-04-26 00:00:00,FLYWING CARGO,QAC250000492,2025-04-26 00:00:00,9.0,1049.0,VARDHMAN TEXTILES LTD,,GC,D331057154,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-07 00:00:00,Sibasankar,10672.0,3.0,367.0,Pass,,152.0,,3.0,,Pass,1049.0,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,2025-05-08 00:00:00,Plain,,0.0,
F325ASSH6225,2025-05-05,,,5006124024.0,2025-05-05,4231/05.05.2025,2025-05-05,885290,2025-04-26 00:00:00,FLYWING CARGO,PAO250000726,2025-04-26 00:00:00,6.0,661.0,VARDHMAN TEXTILES LTD,,GC,D331057203,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-06 00:00:00,Bijay,8690.0,2.0,284.0,Pass,,146.33333333333334,,1.0,,Pass,661.0,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,2025-05-08 00:00:00,Print,,0.0,
F325ASSH6610,2025-05-05,,,5006124180.0,2025-05-05,4227/05.05.2025,2025-05-05,885307,2025-04-26 00:00:00,FLYWING CARGO,PAO250000743,2025-04-26 00:00:00,7.0,700.0,VARDHMAN TEXTILES LTD,,GC,D331053769,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-10 00:00:00,Kamala,10344.0,2.0,104.0,reject,,140.0,,,,Pass,700.0,,2025-05-15,9,700.0,200008259/400004949,2025-05-10,2025-05-15,,Fra Clousure delay,,,,700.0,,,,Sweetan,,,,0.0,
F325ASSH6989,2025-05-05,,,5006123918.0,2025-05-05,4234/05.05.2025,2025-05-05,885304,2025-04-26 00:00:00,FLYWING CARGO,PAO250000740,2025-04-26 00:00:00,6.0,732.0,VARDHMAN TEXTILES LTD,,GC,D331053786,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-07 00:00:00,Sibasankar,10669.0,2.0,230.0,Pass,,137.0,,1.0,,Pass,732.0,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,2025-05-08 00:00:00,Print,,0.0,
F325ASSH6994,2025-05-05,,,5006124181.0,2025-05-05,4226/05.05.2025,2025-05-05,885295,2025-04-26 00:00:00,FLYWING CARGO,PAO250000731,2025-04-26 00:00:00,6.0,810.0,VARDHMAN TEXTILES LTD,,GC,D331053780,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-06 00:00:00,Kamala,10311.0,2.0,291.0,Pass,,136.0,,,,Pass,810.0,,2025-05-14,8,810.0,200008257,2025-05-08,2025-05-14,,Fra Clousure delay,,,,,,,,Sweetan,,,,0.0,
FA1ASSH272,2025-05-05,,,5006124020.0,2025-05-05,4233/05.05.2025,2025-05-05,885283,2025-04-26 00:00:00,FLYWING CARGO,QAC250000493,2025-04-26 00:00:00,7.0,859.0,VARDHMAN TEXTILES LTD,,GC,D331057222,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-06 00:00:00,Ujjwal,7886.0,2.0,297.0,Pass,,152.0,,3.0,,Pass,859.0,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,2025-05-09 00:00:00,Plain,,0.0,
F325ASSH6988,2025-05-05,,,5006124182.0,2025-05-05,3932/05.05.2025,2025-05-05,885300,2025-04-26 00:00:00,FLYWING CARGO,PAO250000736,2025-04-26 00:00:00,5.0,639.0,VARDHMAN TEXTILES LTD,,GC,D331053787,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-07 00:00:00,Ujjwal,7892.0,2.0,332.0,Pass,,135.0,,1.0,,Pass,639.0,,2025-05-14,8,639.0,200008255,2025-05-08,2025-05-14,,Fra Clousure delay,,,,639.0,,,,Sweetan,,,,0.0,
F325ASSH6226,2025-05-05,,,5006124184.0,2025-05-05,3955/05.05.2025,2025-05-05,885287,2025-04-26 00:00:00,FLYWING CARGO,PAO250000723,2025-04-26 00:00:00,5.0,642.0,VARDHMAN TEXTILES LTD,,GC,D331057204,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-06 00:00:00,Kamala,10304.0,2.0,300.0,Pass,,146.0,,2.0,,Pass,642.0,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,2025-05-08 00:00:00,Print,,0.0,
F325ASSH6603,2025-05-05,,,5006124183.0,2025-05-05,3963/05.05.2025,2025-05-05,885298,2025-04-26 00:00:00,FLYWING CARGO,PAO250000734,2025-04-26 00:00:00,6.0,642.0,VARDHMAN TEXTILES LTD,,GC,D331053765,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-07 00:00:00,Bikram ,9756.0,2.0,351.0,Pass,,136.0,,3.0,,Pass,642.0,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,2025-05-08 00:00:00,Print,,0.0,
F325ASSH6996,2025-05-05,,,5006124187.0,2025-05-05,3937/05.05.2025,2025-05-05,885306,2025-04-26 00:00:00,FLYWING CARGO,PAO250000742,2025-04-26 00:00:00,6.0,701.0,VARDHMAN TEXTILES LTD,,GC,D331053778,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-07 00:00:00,Rakesh,8880.0,2.0,327.0,reject,,136.0,,1.0,,Pass,701.0,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,2025-05-08 00:00:00,Print,,0.0,
F325ASSH6997,2025-05-05,,,5006124300.0,2025-05-05,3962/05.05.2025,2025-05-05,885293,2025-04-26 00:00:00,FLYWING CARGO,PAO250000729,2025-04-26 00:00:00,8.0,706.0,VARDHMAN TEXTILES LTD,,GC,D331053777,ABFRL,SHIRT FABRIC,HOAS,AS,M,Woven,,,GRN Done,2025-05-07 00:00:00,Bijay,10417.0,2.0,172.0,Pass,,136.0,,,,Pass,706.0,,2025-05-08,3,,,,,,Within TPT,,,,,,,,,2025-05-08 00:00:00,Print,,0.0,
FYEDSH2698E,2025-05-05,,,5006122921.0,2025-05-05,4211/05.05.2025,2025-05-05,360563,2025-04-30 00:00:00,RAGHAVENDRA ROAD CARRIERS,41355283,2025-04-30 00:00:00,18.0,2341.5,RAYMOND LUXURY COTTONS ,,NON GC,D332005751,ABFRL,SHIRT FABRIC,EXPORT,EDEN PARK,M,Woven,,,GRN Done,2025-05-07 00:00:00,Karibasappa,8874.0,5.0,708.0,Pass,,147.0,,,,Pass,2341.5,,2025-05-07,2,,,,,,Within TPT,,,,,,,,,2025-05-08 00:00:00,Plain,,0.0,
FYEDSH2725E,2025-05-05,,,5006123337.0,2025-05-05,4192/05.05.2025,2025-05-05,360563,2025-04-30 00:00:00,RAGHAVENDRA ROAD CARRIERS,41352284,2025-04-30 00:00:00,7.0,980.5,RAYMOND LUXURY COTTONS ,,NON GC,D332005751,ABFRL,SHIRT FABRIC,EXPORT,EDEN PARK,M,Woven,,,GRN Done,2025-05-06 00:00:00,Kamala,10308.0,2.0,302.0,reject,,144.0,,,,Pass,980.5,,2025-05-06,1,,,,,,Within TPT,,,,,,,,,2025-05-07 00:00:00,Plain,,0.0,
FYEDSH2730E,2025-05-05,,,5006123103.0,2025-05-05,4196/05.05.2025,2025-05-05,360563,2025-04-30 00:00:00,RAGHAVENDRA ROAD CARRIERS,41352285,2025-04-30 00:00:00,5.0,553.0,RAYMOND LUXURY COTTONS ,,NON GC,D332005751,ABFRL,SHIRT FABRIC,EXPORT,EDEN PARK,M,Woven,,,GRN Done,2025-05-07 00:00:00,Sibasankar,10668.0,2.0,277.0,reject,,144.0,,,,Pass,553.0,,2025-05-07,2,,,,,,Within TPT,,,,,,,,,2025-05-08 00:00:00,Plain,,0.0,
FYEDSH2733E,2025-05-05,,,5006123107.0,2025-05-05,4195/05.05.2025,2025-05-05,360563,2025-04-30 00:00:00,RAGHAVENDRA ROAD CARRIERS,41352286,2025-04-30 00:00:00,10.0,928.5,RAYMOND LUXURY COTTONS ,,NON GC,D332005751,ABFRL,SHIRT FABRIC,EXPORT,EDEN PARK,M,Woven,,,GRN Done,2025-05-07 00:00:00,Bijay,10414.0,3.0,360.0,reject,,143.0,,,,Pass,928.5,,2025-05-07,2,,,,,,Within TPT,,,,,,,,,2025-05-08 00:00:00,Plain,,0.0,
FYEDSH2740E,2025-05-05,,,5006123018.0,2025-05-05,4198/05.05.2025,2025-05-05,360563,2025-04-30 00:00:00,RAGHAVENDRA ROAD CARRIERS,41352287,2025-04-30 00:00:00,12.0,1220.0,RAYMOND LUXURY COTTONS ,,NON GC,D332005751,ABFRL,SHIRT FABRIC,EXPORT,EDEN PARK,M,Woven,,,GRN Done,2025-05-07 00:00:00,Bijay,10413.0,3.0,453.0,Pass,,145.0,,,,Pass,1220.0,,2025-05-07,2,,,,,,Within TPT,,,,,,,,,2025-05-08 00:00:00,Yarndyed,,0.0,
FYEDSH2741E,2025-05-05,,,5006123334.0,2025-05-05,4193/05.05.2025,2025-05-05,360563,2025-04-30 00:00:00,RAGHAVENDRA ROAD CARRIERS,41352288,2025-04-30 00:00:00,26.0,2418.0,RAYMOND LUXURY COTTONS ,,NON GC,D332005751,ABFRL,SHIRT FABRIC,EXPORT,EDEN PARK,M,Woven,,,GRN Done,2025-05-06 00:00:00,Bijay,8695.0,3.0,444.0,Pass,,148.0,,,,Pass,2418.0,,2025-05-06,1,,,,,,Within TPT,,,,,,,,,2025-05-07 00:00:00,Yarndyed,,0.0,
FYEDSH2742E,2025-05-05,,,5006123401.0,2025-05-05,4191/05.05.2025,2025-05-05,360563,2025-04-30 00:00:00,RAGHAVENDRA ROAD CARRIERS,41352289,2025-04-30 00:00:00,12.0,1249.5,RAYMOND LUXURY COTTONS ,,NON GC,D332005751,ABFRL,SHIRT FABRIC,EXPORT,EDEN PARK,M,Woven,,,GRN Done,2025-05-06 00:00:00,Bijay,8696.0,3.0,405.0,Pass,,146.0,,,,Pass,1249.5,,2025-05-06,1,,,,,,Within TPT,,,,,,,,,2025-05-07 00:00:00,Yarndyed,,0.0,
FYEDSH2772E,2025-05-05,,,5006123012.0,2025-05-05,4208/05.05.2025,2025-05-05,360563,2025-04-30 00:00:00,RAGHAVENDRA ROAD CARRIERS,41352290,2025-04-30 00:00:00,7.0,727.0,RAYMOND LUXURY COTTONS ,,NON GC,D332005751,ABFRL,SHIRT FABRIC,EXPORT,EDEN PARK,M,Woven,,,GRN Done,2025-05-06 00:00:00,Rakesh,8869.0,2.0,246.0,Pass,,151.0,,,,Pass,727.0,,2025-05-07,2,,,,,,Within TPT,,,,,,,,,2025-05-08 00:00:00,Yarndyed,,0.0,
FYEDSH2776E,2025-05-05,,,5006122927.0,2025-05-05,4209/05.05.2025,2025-05-05,360563,2025-04-30 00:00:00,RAGHAVENDRA ROAD CARRIERS,41352291,2025-04-30 00:00:00,5.0,624.0,RAYMOND LUXURY COTTONS ,,NON GC,D332005751,ABFRL,SHIRT FABRIC,EXPORT,EDEN PARK,M,Woven,,,GRN Done,2025-05-07 00:00:00,Bijay,10415.0,2.0,278.0,Pass,,146.0,,,,Pass,624.0,,2025-05-13,7,624.0,400005090,2025-05-07,2025-05-13,,FDR Within TPT,,,,,,,,Dananjaya,,,,0.0,
FYEDSH2829E,2025-05-05,,,5006122923.0,2025-05-05,4210/05.05.2025,2025-05-05,360563,2025-04-30 00:00:00,RAGHAVENDRA ROAD CARRIERS,41352292,2025-04-30 00:00:00,7.0,583.0,RAYMOND LUXURY COTTONS ,,NON GC,D332005751,ABFRL,SHIRT FABRIC,EXPORT,EDEN PARK,M,Woven,,,GRN Done,2025-05-07 00:00:00,Kamala,10317.0,2.0,229.0,reject,,148.0,,,,Pass,583.0,,2025-05-07,2,,,,,,Within TPT,,,,,,,,,2025-05-08 00:00:00,Yarndyed,,0.0,
FYEDSH2830E,2025-05-05,,,5006123285.0,2025-05-05,4194/05.05.2025,2025-05-05,360563,2025-04-30 00:00:00,RAGHAVENDRA ROAD CARRIERS,41352293,2025-04-30 00:00:00,7.0,572.0,RAYMOND LUXURY COTTONS ,,NON GC,D332005751,ABFRL,SHIRT FABRIC,EXPORT,EDEN PARK,M,Woven,,,GRN Done,2025-05-09 00:00:00,Karibasappa,10433.0,2.0,247.0,Pass,,147.0,,,,Pass,575.0,,2025-05-09,4,,,,,,Visual inspection delay,,,,,,,,,,,,0.0,
FYEDSH2755E,2025-05-05,,,5006123102.0,2025-05-05,4197/05.05.2025,2025-05-05,360563,2025-04-30 00:00:00,RAGHAVENDRA ROAD CARRIERS,41352294,2025-04-30 00:00:00,9.0,1334.5,RAYMOND LUXURY COTTONS ,,NON GC,D332005751,ABFRL,SHIRT FABRIC,EXPORT,EDEN PARK,M,Woven,,,GRN Done,2025-05-06 00:00:00,Bijay,8698.0,3.0,436.5,Pass,,147.0,,,,Pass,1334.5,,2025-05-07,2,,,,,,Within TPT,,,,,,,,,2025-05-08 00:00:00,Yarndyed,,0.0,
F525LPSH10010,2025-05-05,,,5006116383.0,2025-05-05,17608422842 3749/05.05.20,2025-05-05,9565329,2025-04-18 00:00:00,B & H LOGISTICS ,XLVTYD2025030002,2025-03-29 00:00:00,16.0,1097.8,LOUVRE TEXTILE CO LTD,,NON GC,D331059749,ABFRL,SHIRT FABRIC,HOLP,LP,M,Woven,,,GRN Done,2025-05-06 00:00:00,Bikram ,10037.0,2.0,217.0,Pass,,150.0,,1.0,,Pass,1097.8,,2025-05-07,2,,,,,,Within TPT,,,,,,,,,,Yarndyed,,0.0,
F525LPSH10013,2025-05-05,,,5006116383.0,2025-05-05,17608422842 3749/05.05.20,2025-05-05,9565329,2025-04-18 00:00:00,B & H LOGISTICS ,XLVTYD2025030002,2025-03-29 00:00:00,,1260.1,LOUVRE TEXTILE CO LTD,,NON GC,D331059749,ABFRL,SHIRT FABRIC,HOLP,LP,M,Woven,,,GRN Done,2025-05-06 00:00:00,Bikram ,10036.0,2.0,206.0,Pass,,148.0,,2.0,,Pass,1260.1,,2025-05-07,2,,,,,,Within TPT,,,,,,,,,,Yarndyed,,0.0,
F525ABSH372,2025-05-05,,,5006125337.0,2025-05-05,4114/05.05.2025,2025-05-05,885349,2025-04-18 00:00:00,FLYWING CARGO,QAC250000535,2025-04-27 00:00:00,15.0,1650.0,VARDHMAN TEXTILES LTD,,GC,D331057751,ABFRL,SHIRT FABRIC,HOAS,AB,M,Woven,,,GRN Done,2025-05-09 00:00:00,Sibasankar,10681.0,2.0,300.0,Pass,,146.5,,4.0,csv,Pass,1650.0,,2025-05-09,4,,,,,,Visual inspection delay,,,,,,,,,,,,0.0,
F525ABSH339,2025-05-05,,,5006125400.0,2025-05-05,4115/05.05.2025,2025-05-05,885347,2025-04-27 00:00:00,FLYWING CARGO,QAC250000533,2025-04-27 00:00:00,13.0,1169.0,VARDHMAN TEXTILES LTD,,GC,D331057748,ABFRL,SHIRT FABRIC,HOAS,AB,M,Woven,,,GRN Done,2025-05-10 00:00:00,Karibasappa,9926.0,2.0,163.0,Pass,,147.0,,4.0,,,1169.0,,2025-05-13,7,1169.0,200008107,2025-05-12,2025-05-13,,FRA Within TPT,,,,,,,,Namdeo,,,,0.0,
F525ABSH337,2025-05-05,,,5006125403.0,2025-05-05,4116/05.05.2025,2025-05-05,885345,2025-04-27 00:00:00,FLYWING CARGO,QAC250000531,2025-04-27 00:00:00,28.0,3560.0,VARDHMAN TEXTILES LTD,,GC,D331057745,ABFRL,SHIRT FABRIC,HOAS,AB,M,Woven,,,GRN Done,2025-05-10 00:00:00,Karibasappa,9927.0,2.0,71.0,Pass,,147.0,,1.0,non csv,Pass,3560.0,,2025-05-10,5,,,,,,Visual inspection delay,,,,,,,,,,,,0.0,
F525ABSH371,2025-05-05,,,5006125406.0,2025-05-05,4117/05.05.2025,2025-05-05,885348,2025-04-27 00:00:00,FLYWING CARGO,QAC250000534,2025-04-27 00:00:00,16.0,1857.0,VARDHMAN TEXTILES LTD,,GC,D331057750,ABFRL,SHIRT FABRIC,HOAS,AB,M,Woven,,,GRN Done,2025-05-09 00:00:00,,9674.0,,,,,146.0,,,,Pass,1857.0,,2025-05-09,4,,,,,,Bale open,,,,,,,,,,,,0.0,
F524AOSH1424,2025-05-05,,,5006125408.0,2025-05-05,4118/05.05.2025,2025-05-05,885338,2025-04-27 00:00:00,FLYWING CARGO,QAC250000524,2025-04-27 00:00:00,18.0,1978.0,VARDHMAN TEXTILES LTD,,GC,D331063188,ABFRL,SHIRT FABRIC,HOAS,AO,M,Woven,,,GRN Done,2025-05-08 00:00:00,Karibasappa,8395.0,5.0,548.0,Pass,,148.0,,,,Pass,1978.0,,2025-05-09,4,,,,,,Visual inspection delay,,,,,,,,,,,,0.0,
F525ABSH338,2025-05-05,,,5006125490.0,2025-05-05,4112/05.05.2025,2025-05-05,885346,2025-04-27 00:00:00,FLYWING CARGO,QAC250000532,2025-04-27 00:00:00,19.0,2375.0,VARDHMAN TEXTILES LTD,,GC,D331057746,ABFRL,SHIRT FABRIC,HOAS,AB,M,Woven,,,GRN Done,2025-05-08 00:00:00,Sibasankar,10676.0,5.0,733.0,Pass,,145.0,,5.0,,Pass,2375.0,,2025-05-13,7,2375.0,200008271,2025-05-09,2025-05-13,,FRA Within TPT,,,,,,,,Namdeo,,,,0.0,
